"species_type","site_ID","license_type","company_person","Operating group","site_name","species","latitude","longitude","location"
"Enhancement","9032","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Port McNeill Chinook Club","Hyde Creek (JNST) Project","","50.52279","-126.87893",""
"Enhancement","9033","SEP Community Involvement","Community Advisor, North Side Fraser River, Burnaby to Mission","Hyde Creek Watershed Society","Hyde Creek (LWFR) Project","","49.27853","-122.75974",""
"Enhancement","9034","SEP Community Involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","Juan de Fuca Salmon Restoration Society","Juan de Fuca Project","","48.41444","-123.70639",""
"Enhancement","9035","SEP Community Involvement","Community Advisor, North Side Fraser River, Burnaby to Mission","Bell-Irving Hatchery at Kanaka Creek","Kanaka Creek Project","","49.21209","-122.50839",""
"Enhancement","9036","SEP Community Involvement","Community Advisor, Central Interior: Boston Bar to 100 Mile House","Kingfisher Interpretive Centre Society","Kingfisher Creek Project","","50.60991","-118.74115",""
"Enhancement","9037","SEP Community Involvement","Community Advisor, Central Coast: Cape Caution to Caamano Sd, E to Tatla Lake","Kitasoo First Nations","Kitasoo Creek Project","","52.59167","-128.52389",""
"Enhancement","9038","SEP Community Involvement","Stock Assessment Biologist, Stock Assessment Division, Science Branch","Terrace Salmonid Enhancement Society","Kitsumkalum Chinook Project","","54.56888","-128.65497",""
"Enhancement","9039","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Klahoose First Nation","Klahoose Band Project","","50.12167","-124.93667",""
"Enhancement","9040","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Knight Inlet Grizzly Tour Ltd","Knight Inlet Lodge Project","","50.67682","-125.72609",""
"Enhancement","9041","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Port McNeill Chinook Club","Kokish River Project","","50.52279","-126.87893",""
"Enhancement","9042","SEP Community Involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis	Lasqueti Island","Fisheries and Forestry Society","Lasqueti Island Project","","49.46657","-124.28637",""
"Enhancement","9043","SEP Community Involvement","Community Advisor, Mission/Abbotsford to past Hope; S Side Fraser to Abbotsford","Semiahmoo Fish & Game Club","Little Campbell River Project","","49.02983","-122.71130",""
"Enhancement","9044","SEP Community Involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis	Little River","Enhancement Society","Little River Hatchery","","49.71982","-124.95142",""
"Enhancement","9046","SEP Community Involvement","Community Advisor, Burrard Inlet, Indian Arm, Vancouver","North Shore Fish & Game Club","Mackay Creek Project","","49.34049","-123.10649",""
"Enhancement","9047","SEP Community Involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis	Parksville-Qualicum","Fish & Game Association","Marion Baker (French Creek) Hatchery","","49.34327","-124.37605",""
"Enhancement","9048","SEP Community Involvement","Community Advisor, Haida Gwaii (SEPCAA)","Old Massett Village Council	Yakoun River","Hatchery Program","","53.49618","-132.32470",""
"Enhancement","9049","SEP Community Involvement","Community Advisor, Central Coast: Cape Caution to Caamano Sd, E to Tatla Lake","Heiltsuk First Nation","McLoughlin Creek Project","","52.13824","-128.15156",""
"Enhancement","9050","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Campbell River Guide Association","Menzies Creek Project","","50.14983","-125.42145",""
"Enhancement","9052","SEP Community Involvement","Community Advisor, Burrard Inlet, Indian Arm, Vancouver","Morten Creek Salmon Enhancement Project","Morten Creek Project","","49.32447","-123.02653",""
"Enhancement","9053","SEP Community Involvement","Community Advisor, Burrard Inlet, Indian Arm, Vancouver","Burrard Inlet Marine Enhancement Society","Mossom Creek Project","","49.29983","-122.87132",""
"Enhancement","9054","SEP Community Involvement","Community Advisor, Central W Cst of Vancouver Is: E to Nanaimo, S to Chemainus","Nanaimo River Stewardship Society","Nanaimo River Project","","49.07389","-123.87419",""
"Enhancement","9055","SEP Community Involvement","Community Advisor, West Vancouver and Howe Sound","West Vancouver Streamkeepers","Nelson Creek Project","","49.36484","-123.25856",""
"Enhancement","9056","SEP Community Involvement","Community Advisor, Mission/Abbotsford to past Hope; S Side Fraser to Abbotsford","Nickomekl Enhancement Society","Nicomekl River Project","","49.08890","-122.64315",""
"Enhancement","9057","SEP Community Involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis	Nile Creek","Enhancement Society","Nile Creek Hatchery","","49.40181","-124.70940",""
"Enhancement","9058","SEP Community Involvement","Community Advisor, Burrard Inlet, Indian Arm, Vancouver","Port Moody Ecological Society","Noons Creek Project","","49.28583","-122.83131",""
"Enhancement","9059","SEP Community Involvement","Community Advisor, Haida Gwaii (SEPCAA)","Hecate Strait Streamkeepers Society","Bearskin Bay Hatchery","","53.25574","-132.05731",""
"Enhancement","9060","SEP Community Involvement","Community Advisor, Northern Interior and North Coast","Prince Rupert Salmonid Enhancement Society","Oldfield Creek Project","","54.30870","-130.31136",""
"Enhancement","9061","SEP Community Involvement","Community Advisor, Northern Interior and North Coast","Oona River Resource Association","Oona River Project","","53.95635","-130.27447",""
"Enhancement","9062","SEP Community Involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis","Oyster River Enhancement Society","Oyster River Hatchery","","49.86982","-125.16144",""
"Enhancement","9063","SEP Community Involvement","Community Advisor, North Side Fraser River, Burnaby to Mission","Port Coquitlam & District Hunting & Fishing Club - Grist Memorial Hatchery","Poco Hatchery Project","","49.33901","-122.77128",""
"Enhancement","9064","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Friends of the Marble River","Port Hardy (Marble) Project","","50.52981","-127.43156",""
"Enhancement","9065","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Northern Vancouver Island Salmonid Enhancement Association","Port Hardy (Quatse) Project","","50.68940","-127.48300",""
"Enhancement","9066","SEP Community Involvement","Community Advisor, Sunshine Coast and Howe Snd,","Port Mellon to Desolation Snd","Powell River Salmon Society	Powell River Project","","49.85000","-124.53000",""
"Enhancement","9067","SEP community involvement","Community Advisor, Central Interior: North of 100 Mile House, and NE B.C.","University of Northern British Columbia,  Quesnel River Research Centre","Quesnel River Research Centre Project","","52.61744","-121.58193",""
"Enhancement","9068","SEP community involvement","Community Advisor, Mission/Abbotsford to past Hope; S Side Fraser to Abbotsford","Abbotsford Ravine Park Salmon Enhancement Society","Ravine Park Project","","49.04527","-122.29834",""
"Enhancement","9069","SEP community involvement","Community Advisor, Burrard Inlet, Indian Arm, Vancouver","Burrard Inlet Marine Enhancement Society","Reed Point/Ioco Project","","49.28983","-122.87131",""
"Enhancement","9071","SEP community involvement","Community Advisor, North Side Fraser River, Burnaby to Mission","River Springs Salmon Enhancement Project","River Springs Project","","49.28953","-122.77129",""
"Enhancement","9072","SEP community involvement","Community Advisor, Central Coast: Cape Caution to Caamano Sd, E to Tatla Lake","Wuikinuxv Fisheries","Rivers Inlet Project","","51.01115","-127.00454",""
"Enhancement","9073","SEP community involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis","Roy Creek Salmonid Enhancement","Roy Creek Hatchery","","49.65504","-124.98923",""
"Enhancement","9074","SEP community involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","Tsawout First Nation and Sidney Anglers","Saanich Seapens Project","","48.59902","-123.38839",""
"Enhancement","9075","SEP community involvement","Community Advisor, Haida Gwaii (SEPCAA)","Haida Gwaii Salmon Unlimited Society","Salmon Unlimited Society Project","","53.93975","-132.11659",""
"Enhancement","9076","SEP community involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","Island Streams","Saltspring Island / Cusheon Creek Hatchery","","48.80970","-123.45420",""
"Enhancement","9077","SEP community involvement","Community Advisor, Central W Cst of Vancouver Is: E to Nanaimo, S to Chemainus","Tofino Salmon Enhancement Society","Tofino Project","","49.11400","-125.87400",""
"Enhancement","9078","SEP community involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis","Tsolum River Restoration Society","Tsolum River Hatchery","","49.61508","-125.12320",""
"Enhancement","9080","SEP community involvement","Community Advisor, Central Coast: Cape Caution to Caamano Sd, E to Tatla Lake","Kitasoo First Nations","Victor Creek Project","","52.54900","-128.49900",""
"Enhancement","9081","SEP community involvement","Community Advisor, Central W Cst of Vancouver Is: E to Nanaimo, S to Chemainus","Ladysmith Sportsmen Club - Salmon Enhancement Project","Walker Creek (GSVI) Project","","49.01139","-123.87780",""
"Enhancement","9082","SEP community involvement","Community Advisor, Burrard Inlet, Indian Arm, Vancouver","Fortis BC","Westridge Terminal Project","","49.28868","-122.96218",""
"Enhancement","9083","SEP community involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Nimpkish Valley Rod and Gun Club","Woss Community Project","","50.21336","-126.60483",""
"Enhancement","9084","SEP community involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Ehattesaht First Nation/Zeballos Elementary Secondary School Salmon Enhancement Partnership","Zeballos River Project","","49.98943","-126.85755",""
"Enhancement","9085","SEP community involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis","Nootka Sound Watershed Society","Nootka Sound Project","","49.61500","-126.05722",""
"Enhancement","9088","SEP Major Facility","Watershed Enhancement Manager, Rosewall Salmon Hatchery","n/a","Rosewall Salmon Hatchery","","49.44182","-124.85040",""
"Enhancement","9109","SEP community involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Campbell River Fish & Wildlife Association","Mohun Creek Project","","50.11230","-125.37350",""
"Enhancement","9110","SEP community involvement","Community Advisor, Central W Cst of Vancouver Is: E to Nanaimo, S to Chemainus","Huu-ay-aht First Nation (Sugsaw Hatchery)","Huu-ay-aht Project","","48.80646","-125.11438",""
"Enhancement","9870","SEP community involvement","Community Advisor, Central Interior: Boston Bar to 100 Mile House","N'Quatqua First Nation","N Quatqua Hatchery","","50.54725","-122.47258",""
"Enhancement","10170","SEP community involvement","Community Advisor, Central Interior: North of 100 Mile House, and NE B.C.","Takla Nation","Takla HIB","","55.48340","-125.97800",""
"Enhancement","10190","SEP community involvement","Community Advisor, Central Interior: North of 100 Mile House, and NE B.C.","Nak'azdli Whut'en","Nak'azdli HIB","","54.44993","-124.26478",""
"Enhancement","10370","SEP community involvement","Community Advisor, Central W Cst of Vancouver Is: E to Nanaimo, S to Chemainus","Maaqutusiis Hahoulthee Stewardship Society","Ahousaht HIB","","49.27737","-126.06280",""
"Enhancement","10410","SEP community involvement","Community Advisor, North Side Fraser River, Burnaby to Mission","Kwikwetlem First Nation","Kwikwetlem Sockeye Hatchery","","49.34079","-122.77200",""
"Enhancement","10450","SEP community involvement","Community Advisor, Central Interior: North of 100 Mile House, and NE B.C.","Tsilhqotin National Government","Tsilhqot'in HIB","","51.92005","-123.04393",""
